سيسي هنموتلك عيالك	0	0	1	0	0	NEG	
بتبقيَ حساس	0	2	0	0	0.0998958556199	NEG	
حريمه	63	98	285	-0.025525319449	-0.00106232166199	NEG	
دجل	N/A	N/A	N/A	N/A	N/A	SeedLexicon	
وطني و	36	32	103	0.00846437139546	-0.0140437882088	POS	
ابن المتاكه امشي	0	1	0	0	0.0954977713943	NEG	
حكيم	1597	907	3253	0.0452662604662	-0.0385656563954	POS	
بغيض	27	105	79	-0.0317279030849	0.0726430598772	NEG	
واطي	851	1506	4939	-0.0541930671863	-0.00882587022866	NEG	
ذوق	5644	1329	15085	0.0419384528568	-0.152690675645	POS	
سميع الدعاء	91	24	251	0.0239741343227	-0.0971755190138	POS	
انيقه	553	172	1701	0.019349191942	-0.107868547246	POS	
عبد الروس	0	1	0	0	0.0954977713943	NEG	
صحي	1499	1154	6368	-0.0158557069581	-0.0635955669413	POS	
جبار	1415	1062	2951	0.0372995509151	-0.0145762639426	POS	
بتكرم الرقاصات	0	1	0	0	0.0954977713943	NEG	
بتاريخ نضالي	1	1	0	0.061479878255	0.0514710778112	POS	
اجر	1284	605	2351	0.0543311755788	-0.0475011812524	POS	
متطفل	7	19	27	-0.0263307096089	0.0373178403916	NEG	
غريب 	3	2	13	-0.00892346539508	-0.0460928616206	POS	
كتوم	359	216	2533	-0.0504376117596	-0.112162548037	POS	
متململ	2	8	24	-0.0778796873367	0.00414057153974	NEG	
غالي علي	0	0	0	0	0	NEG	
لعيب	68	104	219	-0.00764699480166	0.0161432604169	NEG	
صوته مضحك	0	1	0	0	0.0954977713943	NEG	
سافل	N/A	N/A	N/A	N/A	N/A	SeedLexicon	
طيب	12782	14935	47073	-0.0167895272174	-0.0175266998356	POS	
تعرف	4039	5247	11427	0.00353617848942	0.0181645632875	NEG	
فضله	386	160	725	0.0479519710528	-0.0533235087732	POS	
بلالا	0	9	10	0	0.0558283652863	NEG	
دمه خفيف	N/A	N/A	N/A	N/A	N/A	SeedLexicon	
حرامي	N/A	N/A	N/A	N/A	N/A	SeedLexicon	
مفتريه	32	68	300	-0.0704227785532	-0.0232951205633	NEG	
وطني	3965	2714	9113	0.0374170213994	-0.0328649360457	POS	
اللي اك دوراها	0	0	0	0	0	NEG	
اتبهدل	126	147	543	-0.0189831331249	-0.0195738388816	POS	
خنزير	146	567	657	-0.0537059154942	0.0660705940008	NEG	
ابن الوسخه	124	440	676	-0.0587275764401	0.0484005758626	NEG	
طعس تفووووو عليك	0	0	1	0	0	NEG	
ابن النجس	2	2	5	0.010431199945	-3.85489242301e-05	POS	
ابن الشرموطه	6	94	96	-0.130825474014	0.0686288476985	NEG	
كلب	3378	8952	19596	-0.0767924993062	0.0349108700711	NEG	
كده	4507	6521	20863	-0.0403276937132	-0.0120383222102	NEG	
متحجر	74	123	356	-0.0306142934772	2.95989716288e-05	NEG	
عاشق	833	856	1993	0.0193924640723	0.00495535888027	POS	
ناصريه	22	25	76	-0.00474744196703	-0.00717061149123	POS	
كتير منيح	0	0	0	0	0	NEG	
ذليل	N/A	N/A	N/A	N/A	N/A	SeedLexicon	
ابن الزانيه	8	28	52	-0.0539229057535	0.0288734102533	NEG	
مره متناكه	0	0	0	0	0	NEG	
بعزك	123	44	161	0.062227292072	-0.0422528004786	POS	
بننسي بسرعه	2	5	5	-0.00868306682754	0.044432762493	NEG	
معروف او	7	3	9	0.048017862145	-0.0233748883409	POS	
وبتقولي	78	124	375	-0.0298636344721	-0.00311836431135	NEG	
ملهاش	296	376	665	0.0152435051997	0.0239349787089	NEG	
مزه	721	1041	4906	-0.0614812730304	-0.0402054035205	NEG	
شهواني	12	33	47	-0.0283438742906	0.0390467071644	NEG	
كريم	5650	2302	10656	0.0660349615357	-0.0732688100189	POS	
شحاث	1	2	3	-0.00830078010496	0.0269014969996	NEG	
نكسجي حمار	0	0	0	0	0	NEG	
اشطه	213	236	1469	-0.0516900853569	-0.057559478	POS	
كلب تروتسكي	0	2	0	0	0.0998958556199	NEG	
واسع العطاء	36	4	36	0.075151204784	-0.100361611431	POS	
مهم	1443	1528	3645	0.0163303686407	0.00451326536954	POS	
كئيب	N/A	N/A	N/A	N/A	N/A	SeedLexicon	
نظيفه	212	185	730	-0.000929464405708	-0.0288367244958	POS	
اعلام	964	2427	2541	-0.0175765738466	0.0767093185331	NEG	
نادي	3410	2578	8394	0.0291495676451	-0.0273121612795	POS	
طيبه	2357	1242	4086	0.060059411016	-0.0370157219182	POS	
شيوعي	42	120	169	-0.0335974420164	0.0446200351515	NEG	
بيمثل قطاع	0	0	1	0	0	NEG	
حليم	842	166	749	0.102740810496	-0.0805016661632	POS	
تغريداته مفيده	1	0	2	0.0357259134782	0	POS	
خلووووووق	0	0	2	0	0	NEG	
زحمه	N/A	N/A	N/A	N/A	N/A	SeedLexicon	
معفنه	64	154	291	-0.0356059055998	0.0287668224391	NEG	
عبيطه	215	286	1406	-0.0502812157406	-0.0390370061794	NEG	
خطر	1604	2308	7305	-0.0339397368444	-0.00969440625799	NEG	
مجنون	N/A	N/A	N/A	N/A	N/A	SeedLexicon	
مضحك	916	996	4596	-0.0335841418927	-0.042255773556	POS	
بقت معفنه	0	0	1	0	0	NEG	
سميع	313	105	809	0.0295020530888	-0.0861031771061	POS	
ساقط	340	609	1613	-0.0361603286788	0.00715518341902	NEG	
رخيص	N/A	N/A	N/A	N/A	N/A	SeedLexicon	
صح	9867	10476	41322	-0.0261877312515	-0.0414882664898	POS	
نحن سعداء	5	1	20	0.00087836151935	-0.111447047782	POS	
لبيه	899	530	5166	-0.0370936467074	-0.107454524439	POS	
رخمه	351	373	1990	-0.0388868386962	-0.0489811307365	POS	
ضعيف	N/A	N/A	N/A	N/A	N/A	SeedLexicon	
عبد السيسي	0	8	20	0	0.018349515539	NEG	
غريب	4369	4471	16359	-0.012388291605	-0.0307552319516	POS	
ادائه	65	43	98	0.0438730201483	-0.00527255156971	POS	
ضب	263	330	1593	-0.0448896099531	-0.0389392101789	NEG	
اوفر	294	355	638	0.0183479457784	0.0218347719909	NEG	
واعي	N/A	N/A	N/A	N/A	N/A	SeedLexicon	
طيب اوي	10	17	34	-0.0109525174266	0.017492373263	NEG	
خائن	862	2044	2877	-0.0269739942579	0.0570712842559	NEG	
تخشو المطبخ	0	0	1	0	0	NEG	
جبار ياقوي	1	2	1	0.0174531846719	0.0538415429235	NEG	
ابن اللبوه	1	24	28	-0.146674826883	0.0566030441	NEG	
بالحقيقه	81	166	383	-0.034380572706	0.015967671072	NEG	
مغرور	783	843	3599	-0.0260998270099	-0.0356114220783	POS	
حماسك عادي	1	0	0	0.105506571838	0	POS	
الزواني	16	54	78	-0.0434462220887	0.0421333052963	NEG	
احبها	644	468	2564	-0.00871143060704	-0.0581131909757	POS	
بستغرب	40	95	146	-0.0239239790355	0.0374461616128	NEG	
رموطه	0	5	2	0	0.0825665486572	NEG	
فاضل	N/A	N/A	N/A	N/A	N/A	SeedLexicon	
ترّف	0	0	9	0	0	NEG	
امعه	231	450	978	-0.0301395542236	0.0206314341056	NEG	
ابو قرون	0	1	7	0	-0.0365823093551	POS	
ممكن	7424	5922	31009	-0.0185079514682	-0.0722725919692	POS	
عارفني	45	45	114	0.0125336811029	-0.000666851473519	POS	
مش هتموت	2	5	11	-0.0356231127514	0.01574626878	NEG	
غالي	N/A	N/A	N/A	N/A	N/A	SeedLexicon	
خبؤ	7	19	49	-0.0514937137023	0.0101917697522	NEG	
عاقل ولاعب	0	0	0	0	0	NEG	
ضلالي	39	60	236	-0.0405203463126	-0.0185664366369	NEG	
لطيف	1351	720	3887	0.0207592139055	-0.0665326951435	POS	
قدوس	65	17	324	-0.0147710421538	-0.129323590455	POS	
حالي	1165	1356	3461	0.00288367056987	0.00226002949278	POS	
وشها	62	167	250	-0.0330122888643	0.0423300298138	NEG	
اناني	386	478	1738	-0.0252478231155	-0.0199419331042	NEG	
حنينه	169	193	646	-0.0117535583513	-0.0142672047068	POS	
شاغل بالي	13	7	29	0.025359033824	-0.0320638261111	POS	
متواضع	N/A	N/A	N/A	N/A	N/A	SeedLexicon	
محترف	N/A	N/A	N/A	N/A	N/A	SeedLexicon	
بجد ملهاش	2	0	0	0.110365604489	0	POS	
محترم	4489	3009	11672	0.0285445109826	-0.0450248462156	POS	
سياسي	2408	3300	5463	0.0159036377849	0.0371753774242	NEG	
وليه ناقصه	2	2	1	0.049485114645	0.0390153657758	POS	
ارهابي اتفوووه عليكم	0	0	1	0	0	NEG	
بتوع السيسي المعرص	0	0	1	0	0	NEG	
بشري محترم	0	0	2	0	0	NEG	
مريضه	1500	1470	7397	-0.0322740656777	-0.0532339364504	POS	
فقيه بلنتي لنصصصصصر	0	0	1	0	0	NEG	
اهبل	1158	1964	5387	-0.0383638105189	0.00457734847953	NEG	
فكاهي	78	40	116	0.0493946798464	-0.0218122207746	POS	
محترم مكانتك	1	0	0	0.105506571838	0	POS	
بهيمه	N/A	N/A	N/A	N/A	N/A	SeedLexicon	
ام كس مدود	0	0	0	0	0	NEG	
بقت لغز	0	1	0	0	0.0954977713943	NEG	
جوها سيء	1	0	0	0.105506571838	0	POS	
اهل	7737	7956	14622	0.0435116368813	0.0245161468521	POS	
هايف	578	523	1591	0.0130653245622	-0.0142300712976	POS	
بتاعت نمر	0	0	1	0	0	NEG	
وطيين	0	1	2	0	0.0257171130343	NEG	
شمال	2166	3260	13088	-0.0600969817007	-0.0304799204258	NEG	
بتضرب	150	455	966	-0.0640779367157	0.0274668357358	NEG	
حر	2900	3676	10262	-0.0125916451145	-0.00243101985292	NEG	
حماسي و	1	2	3	-0.00830078010496	0.0269014969996	NEG	
قصته مؤثره	1	0	2	0.0357259134782	0	POS	
رمز للكرم	0	0	0	0	0	NEG	
اتشحور	1	1	10	-0.0523274736881	-0.0623362741319	POS	
قرده	68	211	475	-0.064629684139	0.0221289840372	NEG	
صوفي	315	400	1277	-0.0183409113466	-0.0104521370243	NEG	
تاعب نفسه	5	12	26	-0.0347160147396	0.0171359589968	NEG	
محترم ووطني	5	5	19	-0.00684744457291	-0.0179959179631	POS	
خاشعه	64	21	204	0.0132525921245	-0.0880685999817	POS	
حاد	452	1577	2206	-0.0598521343115	0.0615282289575	NEG	
عجيب	773	1019	1748	0.0153373857946	0.0292827371418	NEG	
مسيحي	208	440	512	-0.00553162508794	0.0553065760231	NEG	
خلوق	260	65	223	0.0899017941372	-0.0543148700781	POS	
انهزامي	19	33	55	-0.00525933978878	0.0267141580718	NEG	
الدرس سهل	0	0	4	0	0	NEG	
قادر	3489	3461	10178	0.00922362336478	-0.0125959598877	POS	
اللي اسمك اسكندر	0	1	0	0	0.0954977713943	NEG	
ذو قيمه	0	0	0	0	0	NEG	
مصر غلبان	2	2	3	0.0271291157553	0.0166593668861	POS	
شكلها جدعه	0	2	4	0	0.0269014969996	NEG	
طفران	214	291	1118	-0.0351694223366	-0.0213705100948	NEG	
رغاي	109	203	737	-0.0545735339433	-0.0133155889849	NEG	
جدعان	1535	2948	8278	-0.0543311481075	0.00492984870802	NEG	
عبيط اوي عبيط	0	0	0	0	0	NEG	
شراميط	N/A	N/A	N/A	N/A	N/A	SeedLexicon	
متكبر	352	430	1354	-0.0143707478996	-0.0102693898518	NEG	
ابن الكلب	217	660	1482	-0.0699565108172	0.0248330139775	NEG	
مبسطين الحوار	0	0	0	0	0	NEG	
بضان	307	715	2812	-0.0862281259488	-0.0191772290924	NEG	
ذوقك عالي	4	0	8	0.0391754440177	0	POS	
هتولع ربنا	0	0	0	0	0	NEG	
جاموسه	40	147	314	-0.0718920873527	0.0257894897804	NEG	
نجس	442	1082	1852	-0.0385458583819	0.0417502943192	NEG	
غفور	2728	247	2147	0.131643976358	-0.149340842681	POS	
مدرعم	64	66	244	-0.00900300553088	-0.0200018232353	POS	
رومانسي طموح	3	0	0	0.113421176184	0	POS	
صبوره	322	26	78	0.138544723788	-0.103546128191	POS	
افاق	130	222	311	0.0029268482274	0.0395894978928	NEG	
لذيذه	563	257	2555	-0.0137927933089	-0.105111033923	POS	
عبيط	934	1609	5564	-0.0561450151544	-0.0135899550671	NEG	
مو متربي	0	0	0	0	0	NEG	
واوعو تنسو	0	3	7	0	0.0204520789494	NEG	
انت الاروعجميل	0	0	1	0	0	NEG	
نزيه	N/A	N/A	N/A	N/A	N/A	SeedLexicon	
وسخ	1046	2251	5596	-0.0545118688783	0.016151121656	NEG	
الفرق	1693	2075	4899	0.0033760118214	0.00912101522614	NEG	
مصر	18928	30539	39699	0.0188649251219	0.0797488028463	NEG	
اسطوره	1453	950	5438	-0.00291433511431	-0.0683177450015	POS	
مميز	2676	713	7629	0.0313137365083	-0.134539452223	POS	
اموره متقوليش	1	0	0	0.105506571838	0	POS	
اسعار	291	529	1069	-0.0207940534818	0.024352107813	NEG	
رب العرش العظيم	465	105	604	0.0765421536795	-0.0821215623265	POS	
طلعتي كور"واطيا"	0	0	1	0	0	NEG	
يخونك	58	100	148	-0.000177037534957	0.034571802745	NEG	
مقرفه	48	147	232	-0.0441781603026	0.0406520138177	NEG	
بثر	62	91	233	-0.0144300766889	0.00520962258376	NEG	
بيعجبني	51	47	170	0.000161899524815	-0.0199553750401	POS	
مسكين	2074	3239	10945	-0.0491000276441	-0.0143357900778	NEG	
بيكسب	24	35	66	0.000860577488441	0.018913940447	NEG	
بفكر راقي	22	5	15	0.0801759645806	-0.0441997148793	POS	
تعب	N/A	N/A	N/A	N/A	N/A	SeedLexicon	
معجبه	630	303	3107	-0.0212093875079	-0.108351281969	POS	
عشقي	334	197	962	0.016478165527	-0.0498864653202	POS	
معرص اسرائيل	0	0	3	0	0	NEG	
جماعه	2666	3820	7225	0.00298575686325	0.0300901257056	NEG	
نضيف	491	512	2107	-0.0193624603772	-0.0316192885993	POS	
نفيس غالي	0	0	0	0	0	NEG	
عسليه	130	85	848	-0.0404773570075	-0.0904954448153	POS	
اجرها	193	56	329	0.053829257583	-0.0708903937529	POS	
ملتزم	123	158	221	0.023295557655	0.0325330644142	NEG	
محترم وعادل	0	0	3	0	0	NEG	
محمود	2935	3646	7686	0.0102885126823	0.0184528221743	NEG	
وقح	N/A	N/A	N/A	N/A	N/A	SeedLexicon	
وسيم	297	213	752	0.0213285057453	-0.0265507947427	POS	
ابن اكبر واطي	0	1	0	0	0.0954977713943	NEG	
حلو	7325	5127	25332	0.00299224022945	-0.0685782981691	POS	
الناس الجامده	1	2	7	-0.0407469385006	-0.00703894692057	NEG	
سرسجي	4	27	74	-0.111899172175	0.011678521099	NEG	
ناجح	1965	1177	5266	0.0254127980377	-0.0533510760426	POS	
نعيمي	66	40	350	-0.0235209537418	-0.0771565957891	POS	
قطري	417	388	1756	-0.0158580788399	-0.0392168901493	POS	
حيوان	N/A	N/A	N/A	N/A	N/A	SeedLexicon	
رضا	937	623	1780	0.0438182292172	-0.0188718113759	POS	
عالي	1401	1294	3393	0.0225842670735	-0.00525561157973	POS	
قيوم	232	215	558	0.0189440792565	-0.00372187433459	POS	
محترم وجاد	2	0	10	-0.00868306682754	0	NEG	
ملخبط	220	192	1449	-0.0458125989453	-0.0732266669224	POS	
عسل ومفضوح	0	0	1	0	0	NEG	
زباله	1686	2669	8062	-0.0403712868696	-0.00431168551572	NEG	
جموديه	1	1	3	0.0032797550825	-0.00672904536135	POS	
راقي	1228	461	1959	0.0663080246054	-0.0587945718881	POS	
جاهل	1457	2983	6228	-0.0389844772576	0.0295976864847	NEG	
خول	372	1264	2470	-0.0753429608436	0.0378212478414	NEG	
حقاني	30	34	47	0.028579147481	0.026218889807	POS	
كسمك	289	781	2825	-0.0932732300365	-0.011381053696	NEG	
كويسه	1765	939	7091	-0.00636772813054	-0.0945405889124	POS	
وسخه	1303	4336	9273	-0.0905833420436	0.0364065789767	NEG	
خفيفه	1061	873	4133	-0.00940871840829	-0.0485057560121	POS	
يعاتبكك	0	3	13	0	-0.0116406358087	POS	
لزيزه	75	38	532	-0.0429437581761	-0.10970958026	POS	
ذكيُ	0	0	1	0	0	NEG	
سخيف	908	1407	5549	-0.0557212242726	-0.0255855415082	NEG	
الضعاره	0	3	0	0	0.102661562837	NEG	
مفكر	183	252	495	0.00335810079364	0.0193591789243	NEG	
حبيبتي متقوليش	0	0	0	0	0	NEG	
ملك ياسلام	0	0	0	0	0	NEG	
جدار	727	1040	4034	-0.0454168704525	-0.0244761685666	NEG	
طيبان	5	5	59	-0.0681739520093	-0.0793224253996	POS	
قليل الذوق	5	9	13	-0.0017917515428	0.0298883738424	NEG	
و اهبل	20	48	75	-0.0240066820313	0.0346894399881	NEG	
طيبه جداا	0	0	4	0	0	NEG	
ذوق وراقي	6	4	15	0.0167686905353	-0.0229207221745	POS	
معفن	N/A	N/A	N/A	N/A	N/A	SeedLexicon	
اتفشخ	244	229	925	-0.00825208240529	-0.0296388539316	POS	
وسخه بضان	0	2	13	0	-0.0339789928444	POS	
قمر	2270	803	6061	0.0335380669068	-0.102469584507	POS	
فاهماها غلط	0	0	0	0	0	NEG	
اغبيا	180	344	1040	-0.0474816716554	-0.00109692885187	NEG	
دكتور قلب	13	5	22	0.0407580201766	-0.0407478303405	POS	
وضيع	102	190	246	-0.000162971154581	0.0440766768685	NEG	
هيتغير	11	29	55	-0.0370831474648	0.025606286411	NEG	
رخم بشكل	0	1	1	0	0.0514710778112	NEG	
يتطور بشكل	4	0	9	0.0336004684702	0	POS	
سخنه	89	200	532	-0.0498272057897	0.0087398089686	NEG	
مسلم	3177	4223	4716	0.0419895727474	0.0607824408195	NEG	
نرجس	203	89	700	0.00714787830135	-0.0806376580356	POS	
عسل	5475	2500	20632	0.00106708191836	-0.117915814836	POS	
متدين	407	565	1592	-0.0184321820408	-0.000956830765289	NEG	
شخصيه محترمه	85	17	148	0.0515225820692	-0.0917658487576	POS	
حامي الحمي	0	0	0	0	0	NEG	
خلوق و	15	3	16	0.0646501963698	-0.0631095648575	POS	
احساسه عالي	1	1	6	-0.0265735089112	-0.0365823093551	POS	
الشيخ	9498	6457	14348	0.0760685635894	-0.00610894642409	POS	
قميل	33	14	113	0.00672862911666	-0.0711665805044	POS	
حظه	149	240	374	0.002584950556	0.0337983895341	NEG	
حاجته نضيفه	0	0	0	0	0	NEG	
فنان	1984	631	4418	0.0485313542888	-0.0976245631912	POS	
قطرائيلي	1	12	15	-0.106145370261	0.0494912844676	NEG	
رائع	8692	2065	20465	0.0572931794701	-0.149489491214	POS	
الله ضحكت	0	1	1	0	0.0514710778112	NEG	
حنين	1773	2826	9456	-0.0495235849469	-0.0129045064438	NEG	
اداؤه عجبني	0	0	0	0	0	NEG	
عنده دقن	1	2	2	0.0032797550825	0.0390153657758	NEG	
اجبن خلق الله	0	0	0	0	0	NEG	
حبيبتي انجري	0	0	0	0	0	NEG	
السعاده حلو	0	0	0	0	0	NEG	
عنصري	N/A	N/A	N/A	N/A	N/A	SeedLexicon	
مشكوك فيه	108	76	570	-0.0255104006352	-0.0693207424685	POS	
محترم لا	0	0	0	0	0	NEG	
عبد المرشد	1	7	4	-0.0523274736881	0.0699020764347	NEG	
احتلت	N/A	N/A	N/A	N/A	N/A	SeedLexicon	
مز	322	245	1874	-0.0365662524612	-0.0776572998956	POS	
متحرش متغور	0	1	0	0	0.0954977713943	NEG	
حافي وجعان	1	0	0	0.105506571838	0	POS	
كلب العسكر	5	30	30	-0.0639488401155	0.0591696677226	NEG	
مبتذله	20	29	41	0.0123153080233	0.0299748260325	NEG	
تكفيري	38	187	186	-0.0594681161095	0.0681093943195	NEG	
متناك	57	319	483	-0.0898783954503	0.0514019259649	NEG	
فلول	837	2654	3048	-0.0437811279595	0.0765627428112	NEG	
بقي عصبي	0	0	1	0	0	NEG	
كويس	5322	4412	24073	-0.0262060371482	-0.0724787222795	POS	
زينب	686	647	1805	0.0152623114448	-0.00814300346421	POS	
لباس	1429	889	5294	-0.00137719816224	-0.0719129563681	POS	
تواب	225	22	309	0.0732405375321	-0.136431089039	POS	
عرص	N/A	N/A	N/A	N/A	N/A	SeedLexicon	
زياط	25	18	46	0.0312427721441	-0.00737293164444	POS	
اللبوه	42	124	236	-0.0497836576598	0.0299653338457	NEG	
اسمر انت حبيبي	0	0	0	0	0	NEG	
مدفيني	7	3	47	-0.0316039353231	-0.0983901618752	POS	
ممله	119	194	486	-0.0221770238885	0.00839967214328	NEG	
شخصيته جميله	4	2	9	0.0236334929978	-0.0339789928444	POS	
بتبقي بضان	0	4	14	0	-4.04099779926e-05	POS	
لواطي	5	22	17	-0.0363425139299	0.0640453617497	NEG	
استغلالي	98	116	515	-0.0309739167038	-0.0304440523269	NEG	
قذر	791	2207	4007	-0.0573295889454	0.0433229293061	NEG	
جامده	949	1271	4623	-0.0353831451311	-0.0209306797004	NEG	
شايف نفسه	260	290	1542	-0.0416493987273	-0.0469030954166	POS	
شحات	139	191	765	-0.0372791274971	-0.0231366854024	NEG	
دماغها حلوه	3	5	21	-0.0414887207558	-0.0179959179631	NEG	
قصته	103	153	277	0.00155560025366	0.0238406819789	NEG	
مبدع	7587	1168	17415	0.062102929085	-0.184986832864	POS	
جدع	N/A	N/A	N/A	N/A	N/A	SeedLexicon	
قحبه	225	4851	1693	-0.168763197568	0.161272197074	NEG	
محترمه	1689	1241	5592	0.00512028218316	-0.0490986545384	POS	
قاتل	1067	3088	4359	-0.0474037521443	0.0634764269685	NEG	
بتموت عادي	0	0	0	0	0	NEG	
عاهه	375	376	1943	-0.0316580239116	-0.0474512224496	POS	
صايعين	22	27	221	-0.066887097526	-0.0641943006265	NEG	
قانون	1713	3633	3851	-0.00235694318783	0.0761569267396	NEG	
شبه	2499	2776	12652	-0.0390578072635	-0.0462953853005	POS	
متواضع داعم	0	0	0	0	0	NEG	
اكبر شاذ	0	0	0	0	0	NEG	
عبد الدولارات	0	2	0	0	0.0998958556199	NEG	
اعمي القلب والنظر	2	2	4	0.0182569790963	0.00778723022713	POS	
ارهابي	1080	2925	4264	-0.0427532291418	0.0598085049235	NEG	
عيلته	11	55	53	-0.053960737455	0.0623447676121	NEG	
مؤلم	1646	2330	10187	-0.058914532691	-0.0377047605693	NEG	
ارهابيين	329	1152	1722	-0.0617941311358	0.0553116054387	NEG	
مجتمع	1646	2693	5414	-0.0141709662483	0.0276058040181	NEG	
برجوازي	12	35	108	-0.0676862820166	0.00126514533407	NEG	
ديوس	50	79	358	-0.051992844886	-0.0277219511888	NEG	
عايزلها	3	4	4	0.0247037374133	0.0342605831036	NEG	
رزل	84	106	477	-0.0363210807622	-0.0303107394622	NEG	
جميله	9671	3606	29689	0.0258563611799	-0.128989289938	POS	
جحلوط	10	5	26	0.0186059701637	-0.0424948227738	POS	
الوسخ	122	294	462	-0.028570232607	0.0406979799293	NEG	
منحط	343	770	1746	-0.0463779640975	0.0210676090101	NEG	
وسم	556	565	2397	-0.0195060422268	-0.0345834050973	POS	
ثقه	1601	1103	3036	0.0459323481586	-0.0167004098807	POS	
مستفز جداد	0	0	0	0	0	NEG	
كذاب	N/A	N/A	N/A	N/A	N/A	SeedLexicon	
ستين كلب	97	367	673	-0.0716588672701	0.0378831271988	NEG	
دين	1980	3607	3985	0.0104659617371	0.0698424635786	NEG	
ابن وسخه	332	1215	2098	-0.0739438787928	0.046854661615	NEG	
شكله مستفز	2	3	14	-0.0392154648302	-0.0233748883409	NEG	
مؤدب	477	570	2316	-0.030491861819	-0.028883868497	NEG	
كانت سيس	0	0	0	0	0	NEG	
الشخره مظلومين	0	0	0	0	0	NEG	
حكومه	1500	2654	3788	-0.000667371553255	0.0518322575273	NEG	
ابيض	2047	1874	8044	-0.0128745138259	-0.0426918734117	POS	
مقرف	675	1006	4557	-0.0609625710986	-0.0363735319091	NEG	
مخيف	489	842	2838	-0.0504631482508	-0.0106743014133	NEG	
محترم واعلامي	2	0	0	0.110365604489	0	POS	
محبوب	1587	657	4589	0.024020861033	-0.0905712978387	POS	
